trade_id,timestamp_open,timestamp_close,symbol,side,leverage,quantity,entry_price,exit_price,position_value_usdt,margin_used_usdt,pnl_usdt,pnl_percent,roi_percent,fee_usdt,net_pnl_usdt,highest_price,lowest_price,max_unrealized_pnl,max_unrealized_loss,mae_percent,mfe_percent,exit_type,exit_reason,holding_minutes,holding_seconds,market_condition,volatility_atr,volume_ratio,entry_reason,entry_score,ma_distance_percent,order_id,fee_rate
T000060,2026-05-02 00:43:34,2026-05-02 00:43:34,BASUSDT,LONG,10,5483.959418700301,0.018235,,100.0,10.0,,,,0,,,,,,,,,,,,UNKNOWN,0.0,1.0,,0.0,0.0,PAPER_1777653814496_61,0.0002
T000061,2026-05-02 00:41:36,2026-05-02 00:55:59,UBUSDT,LONG,10,712.3014459719354,0.14054,0.1361,96.94422679678041,10.01068452168958,-3.162618420115393,-31.592429201650774,-31.592429201650774,0.019388845359356085,-3.182007265474749,0.14251,0.14049,1.4032338485647124,3.162618420115393,3.162618420115393,1.4032338485647124,STOP_LOSS,固定止損 (PnL: -3.16 USDT),14,862,UNKNOWN,0.0,1.0,,0.0,,PAPER_1777654559000_62,0.0002
T000062,2026-05-02 00:56:00,2026-05-02 00:56:00,TAGUSDT,LONG,10,112359.55056179776,0.0008901,,100.0112359550562,10.00112359550562,,,,0,,,,,,,,,,,,UNKNOWN,0.0,1.0,,0.0,0.0,PAPER_1777654560306_63,0.0002
T000063,2026-05-02 00:56:00,2026-05-02 00:57:56,TAGUSDT,LONG,10,112359.55056179776,0.0008901,0.0008994,101.0561797752809,10.00112359550562,1.044943820224714,10.448264239972985,10.448264239972985,0.02021123595505618,1.024732584269658,0.0009051,0.0008901,1.6853932584269709,0.0,0.0,1.6853932584269709,TRAILING_STOP,"移動止損 (最高16.9% → 當前10.4%, 回撤 6.4%)",1,116,UNKNOWN,0.0,1.0,,0.0,,PAPER_1777654676636_64,0.0002
T000064,2026-05-02 00:40:54,2026-05-02 01:01:03,BUSDT,LONG,10,322.061191626409,0.3108,0.3127,100.7085346215781,10.009661835748792,0.6119162640901634,6.113256113255976,6.113256113255976,0.02014170692431562,0.5917745571658478,0.3143,0.3104,1.1272141706924326,1.0305958132045205,1.0305958132045205,1.1272141706924326,TECHNICAL_EXIT,"時間 + 收益 (20分, PnL: 0.77 USDT)",20,1209,UNKNOWN,0.0,1.0,,0.0,,PAPER_1777654863504_65,0.0002
T000065,2026-05-02 01:01:04,2026-05-02 01:01:04,TAGUSDT,LONG,10,108436.34786380395,0.0009205,,99.81565820863153,9.981565820863153,,,,0,,,,,,,,,,,,UNKNOWN,0.0,1.0,,0.0,0.0,PAPER_1777654864745_66,0.0002
T000066,2026-05-02 01:01:04,2026-05-02 01:02:27,TAGUSDT,LONG,10,108436.34786380395,0.0009205,0.0009359,101.48557796573412,9.981565820863153,1.669919757102586,16.730038022813744,16.730038022813744,0.020297115593146824,1.6496226415094393,0.0009446,0.0009205,2.613315983517674,0.0,0.0,2.613315983517674,TRAILING_STOP,"移動止損 (最高26.2% → 當前16.7%, 回撤 9.5%)",1,83,UNKNOWN,0.0,1.0,,0.0,,PAPER_1777654947886_67,0.0002
T000067,2026-05-02 00:43:34,2026-05-02 01:03:39,BASUSDT,LONG,10,5483.959418700301,0.018235,0.018433,101.08582396490266,10.0,1.085823964902661,10.85823964902661,10.85823964902661,0.02021716479298053,1.0656068001096806,0.018761,0.018224,2.884562654236351,1.0584041678091702,1.0584041678091702,2.884562654236351,TRAILING_STOP,"移動止損 (最高28.8% → 當前10.9%, 回撤 18.0%)",20,1204,UNKNOWN,0.0,1.0,,0.0,,PAPER_1777655019160_68,0.0002
T000068,2026-05-02 01:04:10,2026-05-02 01:04:10,BUSDT,LONG,10,320.5128205128205,0.312,,100.0,10.0,,,,0,,,,,,,,,,,,UNKNOWN,0.0,1.0,,0.0,0.0,PAPER_1777655050311_69,0.0002
T000069,2026-05-02 01:05:22,2026-05-02 01:05:22,UBUSDT,LONG,10,728.5974499089252,0.13671,,99.60655737704917,9.960655737704917,,,,0,,,,,,,,,,,,UNKNOWN,0.0,1.0,,0.0,0.0,PAPER_1777655122384_70,0.0002
T000070,2026-05-02 01:05:32,2026-05-02 01:05:32,TAGUSDT,LONG,10,107284.62611307799,0.000934,,100.20384078961484,10.020384078961484,,,,0,,,,,,,,,,,,UNKNOWN,0.0,1.0,,0.0,0.0,PAPER_1777655132983_71,0.0002
T000071,2026-05-02 01:05:22,2026-05-02 01:11:36,UBUSDT,LONG,10,728.5974499089252,0.13671,0.13933,101.51548269581056,9.960655737704917,1.9089253187613922,19.164655109355653,19.164655109355653,0.020303096539162114,1.88862222222223,0.14045,0.13614,2.7249544626593756,0.9763205828779655,0.9763205828779655,2.7249544626593756,TRAILING_STOP,"移動止損 (最高27.4% → 當前17.9%, 回撤 9.4%)",6,374,UNKNOWN,0.0,1.0,,0.0,,PAPER_1777655496605_72,0.0002
T000072,2026-05-02 01:11:38,2026-05-02 01:11:38,BASUSDT,LONG,10,5433.6013910019565,0.018394,,99.94566398609,9.994566398608999,,,,0,,,,,,,,,,,,UNKNOWN,0.0,1.0,,0.0,0.0,PAPER_1777655498061_73,0.0002
T000073,2026-05-02 01:05:32,2026-05-02 01:23:02,TAGUSDT,LONG,10,107284.62611307799,0.000934,0.0009467,101.56635554125093,10.020384078961484,1.362514751636083,13.597430406852173,13.597430406852173,0.020313271108250187,1.3422014805278328,0.0009533,0.0009299,2.070593283982403,1.7165540178092547,1.7165540178092547,2.070593283982403,TRAILING_STOP,"移動止損 (最高20.7% → 當前13.5%, 回撤 7.2%)",17,1049,UNKNOWN,0.0,1.0,,0.0,,PAPER_1777656182880_74,0.0002
T000074,2026-05-02 01:23:04,2026-05-02 01:23:04,UBUSDT,LONG,10,675.4474839581223,0.14785,,99.86491050320839,9.98649105032084,,,,0,,,,,,,,,,,,UNKNOWN,0.0,1.0,,0.0,0.0,PAPER_1777656184391_75,0.0002
T000075,2026-05-02 01:04:10,2026-05-02 01:24:17,BUSDT,LONG,10,320.5128205128205,0.312,0.3115,99.83974358974359,10.0,-0.16025641025641038,-1.6025641025641038,-1.6025641025641038,0.01996794871794872,-0.1802243589743591,0.3143,0.3114,0.7371794871794949,1.5064102564102506,1.5064102564102506,0.7371794871794949,TECHNICAL_EXIT,"時間 + 收益 (20分, PnL: -0.06 USDT)",20,1206,UNKNOWN,0.0,1.0,,0.0,,PAPER_1777656257244_76,0.0002
T000076,2026-05-02 01:26:12,2026-05-02 01:26:12,TAGUSDT,LONG,10,113314.44759206798,0.0008888,,100.71388101983003,10.071388101983002,,,,0,,,,,,,,,,,,UNKNOWN,0.0,1.0,,0.0,0.0,PAPER_1777656372420_77,0.0002
T000077,2026-05-02 01:26:12,2026-05-02 01:29:24,TAGUSDT,LONG,10,113314.44759206798,0.0008888,0.000898,101.75637393767705,10.071388101983002,1.0424929178470261,10.351035103510357,10.351035103510357,0.02035127478753541,1.0221416430594907,0.0009041,0.0008805,1.7337110481586393,0.9405099150141687,0.9405099150141687,1.7337110481586393,TRAILING_STOP,"移動止損 (最高17.2% → 當前10.4%, 回撤 6.9%)",3,192,UNKNOWN,0.0,1.0,,0.0,,PAPER_1777656564804_78,0.0002
T000078,2026-05-02 01:29:25,2026-05-02 01:29:25,BUSDT,LONG,10,320.6155819172812,0.312,,100.03206155819173,10.003206155819173,,,,0,,,,,,,,,,,,UNKNOWN,0.0,1.0,,0.0,0.0,PAPER_1777656565960_79,0.0002
T000079,2026-05-02 01:11:38,2026-05-02 01:31:43,BASUSDT,LONG,10,5433.6013910019565,0.018394,0.018349,99.7011519234949,9.994566398608999,-0.2445120625950875,-2.4464499293247743,-2.4464499293247743,0.01994023038469898,-0.2644522929797865,0.018544,0.018392,0.8150402086502979,0.8204738100413054,0.8204738100413054,0.8150402086502979,TECHNICAL_EXIT,"時間 + 收益 (20分, PnL: -0.24 USDT)",20,1205,UNKNOWN,0.0,1.0,,0.0,,PAPER_1777656703786_80,0.0002
T000080,2026-05-02 01:23:04,2026-05-02 01:31:54,UBUSDT,LONG,10,675.4474839581223,0.14785,0.14336,96.8321513002364,9.98649105032084,-3.032759202971984,-30.368616841393447,-30.368616841393447,0.019366430260047283,-3.0521256332320315,0.14892,0.14721,0.7227288078351826,3.032759202971984,3.032759202971984,0.7227288078351826,STOP_LOSS,固定止損 (PnL: -3.03 USDT),8,529,UNKNOWN,0.0,1.0,,0.0,,PAPER_1777656714305_81,0.0002
T000081,2026-05-02 01:32:25,2026-05-02 01:32:25,TAGUSDT,LONG,10,111346.17525887986,0.0008987,,100.06680770515533,10.006680770515533,,,,0,,,,,,,,,,,,UNKNOWN,0.0,1.0,,0.0,0.0,PAPER_1777656745871_82,0.0002
T000082,2026-05-02 01:34:51,2026-05-02 01:34:51,BASUSDT,LONG,10,5441.584589432442,0.018367,,99.94558415410567,9.994558415410568,,,,0,,,,,,,,,,,,UNKNOWN,0.0,1.0,,0.0,0.0,PAPER_1777656891267_83,0.0002
T000083,2026-05-02 01:32:25,2026-05-02 01:39:39,TAGUSDT,LONG,10,111346.17525887986,0.0008987,0.0009221,102.67230820621312,10.006680770515533,2.6055005010577914,26.03760988093916,26.03760988093916,0.020534461641242625,2.584966039416549,0.0009345,0.0008933,3.986193074267899,1.7704041866161906,1.7704041866161906,3.986193074267899,TRAILING_STOP,"移動止損 (最高39.8% → 當前26.0%, 回撤 13.8%)",7,433,UNKNOWN,0.0,1.0,,0.0,,PAPER_1777657179210_84,0.0002
T000084,2026-05-02 01:40:53,2026-05-02 01:40:53,TAKEUSDT,LONG,10,3082.614056720099,0.0325,,100.18495684340323,10.018495684340323,,,,0,,,,,,,,,,,,UNKNOWN,0.0,1.0,,0.0,0.0,PAPER_1777657253946_85,0.0002
T000085,2026-05-02 01:29:25,2026-05-02 01:43:21,BUSDT,LONG,10,320.6155819172812,0.312,0.3012,96.5694132734851,10.003206155819173,-3.462648284706629,-34.615384615384535,-34.615384615384535,0.01931388265469702,-3.481962167361326,0.3125,0.3119,0.16030779095864073,3.0779095864058985,3.0779095864058985,0.16030779095864073,STOP_LOSS,固定止損 (PnL: -3.08 USDT),13,835,UNKNOWN,0.0,1.0,,0.0,,PAPER_1777657401084_86,0.0002
T000086,2026-05-02 01:43:22,2026-05-02 01:43:22,TAGUSDT,LONG,10,107828.33728703903,0.0009281,,100.07547983610093,10.007547983610092,,,,0,,,,,,,,,,,,UNKNOWN,0.0,1.0,,0.0,0.0,PAPER_1777657402493_87,0.0002
T000087,2026-05-02 01:40:53,2026-05-02 01:46:55,TAKEUSDT,LONG,10,3082.614056720099,0.0325,0.03066,94.51294697903823,10.018495684340323,-5.672009864364987,-56.615384615384656,-56.615384615384656,0.018902589395807648,-5.690912453760794,0.03277,0.03248,0.832305795314425,5.672009864364987,5.672009864364987,0.832305795314425,STOP_LOSS,固定止損 (PnL: -5.67 USDT),6,361,UNKNOWN,0.0,1.0,,0.0,,PAPER_1777657615330_88,0.0002
T000088,2026-05-02 01:53:49,2026-05-02 01:53:49,ORCAUSDT,LONG,10,51.02040816326531,1.957,,99.84693877551021,9.98469387755102,,,,0,,,,,,,,,,,,UNKNOWN,0.0,1.0,,0.0,0.0,PAPER_1777658029071_89,0.0002
T000089,2026-05-02 01:34:51,2026-05-02 01:54:52,BASUSDT,LONG,10,5441.584589432442,0.018367,0.018902,102.85683190945201,9.994558415410568,2.911247755346342,29.12832797952835,29.12832797952835,0.020571366381890402,2.8906763889644513,0.019176,0.01836,4.40224193285083,0.4570931055123292,0.4570931055123292,4.40224193285083,TRAILING_STOP,"移動止損 (最高44.0% → 當前29.1%, 回撤 14.9%)",20,1200,UNKNOWN,0.0,1.0,,0.0,,PAPER_1777658092131_90,0.0002
T000090,2026-05-02 01:43:22,2026-05-02 02:02:36,TAGUSDT,LONG,10,107828.33728703903,0.0009281,0.0009379,101.1321975415139,10.007547983610092,1.0567177054129848,10.559206982006273,10.559206982006273,0.02022643950830278,1.036491265904682,0.0009437,0.0009274,1.6821220616778148,2.490834591330598,2.490834591330598,1.6821220616778148,TRAILING_STOP,"移動止損 (最高16.8% → 當前10.6%, 回撤 6.2%)",19,1154,UNKNOWN,0.0,1.0,,0.0,,PAPER_1777658556609_91,0.0002
T000091,2026-05-02 02:05:38,2026-05-02 02:05:38,TAGUSDT,LONG,10,107089.31248661384,0.000935,,100.12850717498394,10.012850717498393,,,,0,,,,,,,,,,,,UNKNOWN,0.0,1.0,,0.0,0.0,PAPER_1777658738698_92,0.0002
T000092,2026-05-02 01:53:49,2026-05-02 02:06:10,ORCAUSDT,LONG,10,51.02040816326531,1.957,1.982,101.12244897959184,9.98469387755102,1.2755102040816282,12.774655084312677,12.774655084312677,0.020224489795918368,1.25528571428571,1.989,1.955,1.6326530612244914,0.10204081632653071,0.10204081632653071,1.6326530612244914,TRAILING_STOP,"移動止損 (最高16.4% → 當前10.7%, 回撤 5.6%)",12,741,UNKNOWN,0.0,1.0,,0.0,,PAPER_1777658770917_93,0.0002
T000093,2026-05-02 02:09:14,2026-05-02 02:09:14,ORCAUSDT,LONG,10,50.55611729019211,1.975,,99.84833164812943,9.984833164812944,,,,0,,,,,,,,,,,,UNKNOWN,0.0,1.0,,0.0,0.0,PAPER_1777658954327_94,0.0002
T000094,2026-05-02 02:05:38,2026-05-02 02:19:53,TAGUSDT,LONG,10,107089.31248661384,0.000935,0.0009556,102.33454701220819,10.012850717498393,2.2060398372242522,22.0320855614974,22.0320855614974,0.020466909402441637,2.1855729278218106,0.0009708,0.0009335,3.8337973870207755,0.5461554936817264,0.5461554936817264,3.8337973870207755,TRAILING_STOP,"移動止損 (最高38.3% → 當前22.4%, 回撤 15.9%)",14,855,UNKNOWN,0.0,1.0,,0.0,,PAPER_1777659593854_95,0.0002
T000095,2026-05-02 02:22:57,2026-05-02 02:22:57,TAGUSDT,LONG,10,105119.31041732366,0.0009523,,100.10511931041732,10.010511931041732,,,,0,,,,,,,,,,,,UNKNOWN,0.0,1.0,,0.0,0.0,PAPER_1777659777370_96,0.0002
T000096,2026-05-02 02:09:14,2026-05-02 02:29:19,ORCAUSDT,LONG,10,50.55611729019211,1.975,1.985,100.35389282103135,9.984833164812944,0.5055611729019216,5.06329113924051,5.06329113924051,0.020070778564206273,0.48549039433771535,1.988,1.974,0.6572295247724924,0.5561172901921193,0.5561172901921193,0.6572295247724924,TECHNICAL_EXIT,"時間 + 收益 (20分, PnL: 0.46 USDT)",20,1205,UNKNOWN,0.0,1.0,,0.0,,PAPER_1777660159405_97,0.0002
T000097,2026-05-02 02:32:19,2026-05-02 02:32:19,ORCAUSDT,LONG,10,50.45408678102926,1.981,,99.94954591321897,9.994954591321896,,,,0,,,,,,,,,,,,UNKNOWN,0.0,1.0,,0.0,0.0,PAPER_1777660339973_98,0.0002
T000098,2026-05-02 02:40:04,2026-05-02 02:40:04,ONUSDT,LONG,10,728.5443683520326,0.13714,,99.91257467579776,9.991257467579775,,,,0,,,,,,,,,,,,UNKNOWN,0.0,1.0,,0.0,0.0,PAPER_1777660804512_99,0.0002
T000099,2026-05-02 02:22:57,2026-05-02 02:43:02,TAGUSDT,LONG,10,105119.31041732366,0.0009523,0.0009658,101.5242300010512,10.010511931041732,1.419110690633864,14.176204977423026,14.176204977423026,0.02030484600021024,1.3988058446336538,0.0009691,0.0009504,1.766004415011035,0.914538000630721,0.914538000630721,1.766004415011035,TECHNICAL_EXIT,"時間 + 收益 (20分, PnL: 1.67 USDT)",20,1204,UNKNOWN,0.0,1.0,,0.0,,,0.0002
T000100,2026-05-02 02:46:08,2026-05-02 02:46:08,TAGUSDT,LONG,10,104188.37257762034,0.0009604,,100.06251302354657,10.006251302354658,,,,0,,,,,,,,,,,,UNKNOWN,0.0,1.0,,0.0,0.0,,0.0002
T000101,2026-05-02 02:32:19,2026-05-02 02:52:21,ORCAUSDT,LONG,10,50.45408678102926,1.981,1.987,100.25227043390515,9.994954591321896,0.30272452068617584,3.028773346794551,3.028773346794551,0.020050454086781033,0.2826740665993948,2.0,1.98,0.9586276488395512,0.15136226034309352,0.15136226034309352,0.9586276488395512,TECHNICAL_EXIT,"時間 + 收益 (20分, PnL: 0.30 USDT)",20,1201,UNKNOWN,0.0,1.0,,0.0,,,0.0002
T000102,2026-05-02 02:52:22,2026-05-02 02:52:22,BUSDT,LONG,10,331.34526176275676,0.3016,,99.93373094764743,9.993373094764744,,,,0,,,,,,,,,,,,UNKNOWN,0.0,1.0,,0.0,0.0,,0.0002
T000103,2026-05-02 02:46:08,2026-05-02 02:52:32,TAGUSDT,LONG,10,104188.37257762034,0.0009604,0.0009739,101.46905605334445,10.006251302354658,1.4065430297978692,14.056643065389366,14.056643065389366,0.02029381121066889,1.3862492185872002,0.0009771,0.0009598,1.7399458220462625,0.0833506980620983,0.0833506980620983,1.7399458220462625,TRAILING_STOP,"移動止損 (最高17.4% → 當前11.2%, 回撤 6.1%)",6,384,UNKNOWN,0.0,1.0,,0.0,,,0.0002
T000104,2026-05-02 02:55:25,2026-05-02 02:55:25,ORCAUSDT,LONG,10,50.607287449392715,1.975,,99.94939271255062,9.994939271255062,,,,0,,,,,,,,,,,,UNKNOWN,0.0,1.0,,0.0,0.0,,0.0002
T000105,2026-05-02 02:40:04,2026-05-02 03:00:11,ONUSDT,LONG,10,728.5443683520326,0.13714,0.13824,100.71397348098499,9.991257467579775,0.8013988051872285,8.021000437509041,8.021000437509041,0.020142794696196998,0.7812560104910315,0.13837,0.1371,0.8961095730729863,0.48083928311235735,0.48083928311235735,0.8961095730729863,TECHNICAL_EXIT,"時間 + 收益 (20分, PnL: 0.80 USDT)",20,1207,UNKNOWN,0.0,1.0,,0.0,,,0.0002
T000106,2026-05-02 03:00:13,2026-05-02 03:00:13,NFPUSDT,LONG,10,5537.098560354374,0.01806,,100.0,10.0,,,,0,,,,,,,,,,,,UNKNOWN,0.0,1.0,,0.0,0.0,,0.0002
T000107,2026-05-02 02:52:22,2026-05-02 03:00:54,BUSDT,LONG,10,331.34526176275676,0.3016,0.2942,97.48177601060304,9.993373094764744,-2.4519549370443876,-24.535809018567516,-24.535809018567516,0.01949635520212061,-2.4714512922465084,0.3067,0.3001,1.6898608349900572,2.51822398939695,2.51822398939695,1.6898608349900572,TECHNICAL_EXIT,高點回撤 (4.1% > 4.0%),8,512,UNKNOWN,0.0,1.0,,0.0,,,0.0002
T000108,2026-05-02 03:00:55,2026-05-02 03:00:55,TAGUSDT,LONG,10,103680.66355624676,0.0009645,,100.0,10.0,,,,0,,,,,,,,,,,,UNKNOWN,0.0,1.0,,0.0,0.0,,0.0002
T000109,2026-05-02 03:00:55,2026-05-02 03:10:44,TAGUSDT,LONG,10,103680.66355624676,0.0009645,0.0009758,101.17159149818558,10.0,1.1715914981855888,11.715914981855887,11.715914981855887,0.020234318299637115,1.1513571798859517,0.0009844,0.0009645,2.0632452047693213,0.0,0.0,2.0632452047693213,TRAILING_STOP,"移動止損 (最高20.6% → 當前11.7%, 回撤 8.9%)",9,588,UNKNOWN,0.0,1.0,,0.0,,,0.0002
T000110,2026-05-02 03:10:45,2026-05-02 03:10:45,ONUSDT,LONG,10,728.3321194464676,0.1373,,100.0,10.0,,,,0,,,,,,,,,,,,UNKNOWN,0.0,1.0,,0.0,0.0,,0.0002
T000111,2026-05-02 02:55:25,2026-05-02 03:15:32,ORCAUSDT,LONG,10,50.607287449392715,1.975,1.966,99.49392712550608,9.994939271255062,-0.45546558704454043,-4.5569620253165155,-4.5569620253165155,0.019898785425101217,-0.47536437246964164,1.984,1.971,0.4554655870445292,1.0121457489878551,1.0121457489878551,0.4554655870445292,TECHNICAL_EXIT,"時間 + 收益 (20分, PnL: -0.51 USDT)",20,1207,UNKNOWN,0.0,1.0,,0.0,,,0.0002
T000112,2026-05-02 03:15:34,2026-05-02 03:15:34,TAGUSDT,LONG,10,101132.68608414239,0.0009891,,100.03033980582524,10.003033980582524,,,,0,,,,,,,,,,,,UNKNOWN,0.0,1.0,,0.0,0.0,,0.0002
T000113,2026-05-02 03:00:13,2026-05-02 03:20:22,NFPUSDT,LONG,10,5537.098560354374,0.01806,0.01788,99.00332225913621,10.0,-0.9966777408637851,-9.966777408637851,-9.966777408637851,0.019800664451827245,-1.0164784053156124,0.0183,0.01798,1.3289036544850532,1.1627906976744096,1.1627906976744096,1.3289036544850532,TECHNICAL_EXIT,"時間 + 收益 (20分, PnL: -1.00 USDT)",20,1209,UNKNOWN,0.0,1.0,,0.0,,,0.0002
T000114,2026-05-02 03:23:26,2026-05-02 03:23:26,NFPUSDT,LONG,10,5592.841163310962,0.0179,,100.11185682326621,10.011185682326621,,,,0,,,,,,,,,,,,UNKNOWN,0.0,1.0,,0.0,0.0,,0.0002
T000115,2026-05-02 03:10:45,2026-05-02 03:30:55,ONUSDT,LONG,10,728.3321194464676,0.1373,0.13432,97.82957028404952,10.0,-2.170429715950481,-21.704297159504808,-21.704297159504808,0.019565914056809904,-2.189995630007291,0.13808,0.13721,0.5680990531682468,2.2068463219228005,2.2068463219228005,0.5680990531682468,TECHNICAL_EXIT,"時間 + 收益 (20分, PnL: -2.21 USDT)",20,1209,UNKNOWN,0.0,1.0,,0.0,,,0.0002
T000116,2026-05-02 03:30:56,2026-05-02 03:30:56,ORCAUSDT,LONG,10,50.403225806451616,1.984,,100.0,10.0,,,,0,,,,,,,,,,,,UNKNOWN,0.0,1.0,,0.0,0.0,,0.0002
T000117,2026-05-02 03:15:34,2026-05-02 03:35:34,TAGUSDT,LONG,10,101132.68608414239,0.0009891,0.0009778,98.88754045307444,10.003033980582524,-1.1427993527507985,-11.424527348094122,-11.424527348094122,0.01977750809061489,-1.1625768608414133,0.000997,0.0009874,0.7989482200647389,2.0428802588996713,2.0428802588996713,0.7989482200647389,TECHNICAL_EXIT,"時間 + 收益 (20分, PnL: -0.82 USDT)",20,1200,UNKNOWN,0.0,1.0,,0.0,,,0.0002
T000118,2026-05-02 03:38:41,2026-05-02 03:38:41,TAGUSDT,LONG,10,101916.02119853241,0.0009804,,99.91846718304117,9.991846718304117,,,,0,,,,,,,,,,,,UNKNOWN,0.0,1.0,,0.0,0.0,,0.0002
T000119,2026-05-02 03:23:26,2026-05-02 03:43:29,NFPUSDT,LONG,10,5592.841163310962,0.0179,0.0177,98.99328859060402,10.011185682326621,-1.1185682326621855,-11.173184357541832,-11.173184357541832,0.019798657718120807,-1.1383668903803064,0.01807,0.01789,0.9507829977628636,1.9574944071588345,1.9574944071588345,0.9507829977628636,TECHNICAL_EXIT,"時間 + 收益 (20分, PnL: -1.01 USDT)",20,1203,UNKNOWN,0.0,1.0,,0.0,,,0.0002
T000120,2026-05-02 03:43:30,2026-05-02 03:43:31,ZEREBROUSDT,LONG,10,3200.409652435512,0.031279,,100.10561351853038,10.010561351853038,,,,0,,,,,,,,,,,,UNKNOWN,0.0,1.0,,0.0,0.0,,0.0002
T000121,2026-05-02 03:43:30,2026-05-02 03:47:35,ZEREBROUSDT,LONG,10,3200.409652435512,0.031279,0.031673,101.36657492158996,10.010561351853038,1.2609614030595868,12.59631062374112,12.59631062374112,0.020273314984317992,1.2406880880752689,0.031775,0.031276,1.5874031876080026,0.019202457914610067,0.019202457914610067,1.5874031876080026,TRAILING_STOP,"移動止損 (最高15.9% → 當前10.3%, 回撤 5.6%)",4,245,UNKNOWN,0.0,1.0,,0.0,,,0.0002
T000122,2026-05-02 03:47:37,2026-05-02 03:47:37,BUSDT,LONG,10,338.18058843422386,0.2956,,99.96618194115656,9.996618194115657,,,,0,,,,,,,,,,,,UNKNOWN,0.0,1.0,,0.0,0.0,,0.0002
T000123,2026-05-02 03:38:41,2026-05-02 03:47:57,TAGUSDT,LONG,10,101916.02119853241,0.0009804,0.0009476,96.57562168772932,9.991846718304117,-3.342845495311856,-33.4557323541411,-33.4557323541411,0.019315124337545866,-3.362160619649402,0.0009833,0.00098,0.2955564614757567,3.25112107623318,3.25112107623318,0.2955564614757567,STOP_LOSS,固定止損 (PnL: -3.25 USDT),9,556,UNKNOWN,0.0,1.0,,0.0,,,0.0002
T000124,2026-05-02 03:50:44,2026-05-02 03:50:44,ZEREBROUSDT,LONG,10,3140.999466030091,0.031827,,99.9685900053397,9.99685900053397,,,,0,,,,,,,,,,,,UNKNOWN,0.0,1.0,,0.0,0.0,,0.0002
T000125,2026-05-02 03:30:56,2026-05-02 03:51:04,ORCAUSDT,LONG,10,50.403225806451616,1.984,1.971,99.34475806451614,10.0,-0.655241935483866,-6.552419354838659,-6.552419354838659,0.01986895161290323,-0.6751108870967693,1.995,1.983,0.5544354838709739,0.655241935483866,0.655241935483866,0.5544354838709739,TECHNICAL_EXIT,"時間 + 收益 (20分, PnL: -0.66 USDT)",20,1207,UNKNOWN,0.0,1.0,,0.0,,,0.0002
T000126,2026-05-02 03:52:49,2026-05-02 03:52:49,LABUSDT,LONG,10,122.20457045093487,0.8181,,99.97555908590982,9.997555908590982,,,,0,,,,,,,,,,,,UNKNOWN,0.0,1.0,,0.0,0.0,,0.0002
T000127,2026-05-02 03:52:49,2026-05-02 03:52:59,LABUSDT,LONG,10,122.20457045093487,0.8181,0.8195,100.14664548454112,9.997555908590982,0.17108639863130354,1.7112822393349918,1.7112822393349918,0.020029329096908226,0.15105706953439532,0.8195,0.8181,0.17108639863130354,0.0,0.0,0.17108639863130354,TECHNICAL_EXIT,價格偏離 (11.2% > 10.0%),0,9,UNKNOWN,0.0,1.0,,0.0,,,0.0002
T000128,2026-05-02 03:55:43,2026-05-02 03:55:43,UBUSDT,LONG,10,1096.0105217010082,0.09141,,100.18632178868917,10.018632178868916,,,,0,,,,,,,,,,,,UNKNOWN,0.0,1.0,,0.0,0.0,,0.0002
T000129,2026-05-02 03:55:43,2026-05-02 03:57:38,UBUSDT,LONG,10,1096.0105217010082,0.09141,0.0918,100.61376589215256,10.018632178868916,0.4274441034633948,4.266491631112586,4.266491631112586,0.020122753178430514,0.4073213502849643,0.09312,0.0913,1.8741779921087123,0.9973695747479263,0.9973695747479263,1.8741779921087123,TRAILING_STOP,"移動止損 (最高18.7% → 當前12.5%, 回撤 6.2%)",1,114,UNKNOWN,0.0,1.0,,0.0,,,0.0002
T000130,2026-05-02 03:57:39,2026-05-02 03:57:39,LABUSDT,LONG,10,120.04801920768308,0.8328,,99.97599039615847,9.997599039615846,,,,0,,,,,,,,,,,,UNKNOWN,0.0,1.0,,0.0,0.0,,0.0002
T000131,2026-05-02 03:57:39,2026-05-02 03:57:48,LABUSDT,LONG,10,120.04801920768308,0.8328,0.8334,100.04801920768308,9.997599039615846,0.07202881152461524,0.7204610951009186,0.7204610951009186,0.02000960384153662,0.05201920768307862,0.8341,0.8328,0.15606242496998415,0.0,0.0,0.15606242496998415,TECHNICAL_EXIT,價格偏離 (12.1% > 10.0%),0,8,UNKNOWN,0.0,1.0,,0.0,,,0.0002
T000132,2026-05-02 04:00:48,2026-05-02 04:00:48,UBUSDT,LONG,10,1051.1931041732366,0.09512,,99.98948806895827,9.998948806895827,,,,0,,,,,,,,,,,,UNKNOWN,0.0,1.0,,0.0,0.0,,0.0002
T000133,2026-05-02 03:47:37,2026-05-02 04:01:18,BUSDT,LONG,10,338.18058843422386,0.2956,0.2994,101.25126817720663,9.996618194115657,1.2850862360500592,12.855209742895893,12.855209742895893,0.020250253635441327,1.2648359824146178,0.3022,0.295,2.2319918836658945,1.0145417653026538,1.0145417653026538,2.2319918836658945,TRAILING_STOP,"移動止損 (最高22.3% → 當前12.5%, 回撤 9.8%)",13,820,UNKNOWN,0.0,1.0,,0.0,,,0.0002
